,online_order,book_table,rate,votes,location,rest_type,approx_cost(for two people),menu_item,listed_in(type)
19125,0,1,4.0,421,62,7,2200.0,9088,Dine-out
19126,0,1,4.2,139,82,7,2500.0,9088,Dine-out
19127,0,0,4.3,687,52,7,3000.0,9088,Dine-out
19128,0,1,4.1,207,52,7,1000.0,9088,Dine-out
19129,1,1,4.0,419,62,2,1400.0,8305,Dine-out
19130,1,1,4.2,980,82,2,1000.0,5284,Dine-out
19131,0,1,4.1,563,52,7,2500.0,9088,Dine-out
19132,0,1,4.1,245,62,7,3500.0,9088,Dine-out
19133,0,1,4.1,303,62,7,2000.0,9088,Dine-out
19134,1,0,3.9,1615,62,1,550.0,7885,Dine-out
19135,1,0,3.9,117,82,1,600.0,1165,Dine-out
19137,0,1,4.0,427,62,7,2400.0,9088,Dine-out
19138,0,1,4.2,536,52,7,1500.0,9088,Dine-out
19139,0,1,4.3,126,62,7,6000.0,9088,Dine-out
19141,0,0,3.7,41,82,1,2000.0,9088,Dine-out
19143,0,1,4.1,609,52,7,2800.0,9088,Dine-out
19145,1,0,4.0,111,52,1,1000.0,8080,Dine-out
19146,0,1,4.2,405,62,1,1500.0,9088,Dine-out
19147,0,1,4.1,334,52,2,1800.0,9088,Dine-out
19150,1,0,4.2,431,82,7,700.0,783,Dine-out
19151,0,0,3.8,47,62,1,400.0,9088,Dine-out
19153,1,0,2.8,413,62,1,700.0,1750,Dine-out
19154,0,0,3.7,287,62,1,450.0,9088,Dine-out
19155,1,0,3.7,443,62,1,400.0,119,Dine-out
19156,1,0,3.9,99,82,5,150.0,4367,Dine-out
19157,1,0,,0,82,5,300.0,8628,Dine-out
19158,0,0,3.6,14,62,5,300.0,9088,Dine-out
19159,1,0,3.9,30,62,5,400.0,8527,Dine-out
19160,0,0,,0,62,1,1000.0,9088,Dine-out
19161,1,0,3.6,8,62,5,350.0,8467,Dine-out
19162,0,0,4.1,115,52,7,3000.0,9088,Dine-out
19164,0,0,3.9,108,62,7,3000.0,9088,Dine-out
19165,1,0,3.6,66,82,5,350.0,9088,Dine-out
19166,1,0,3.9,122,62,5,250.0,3501,Dine-out
19168,0,0,2.9,18,62,0,300.0,9088,Dine-out
19169,0,0,3.7,73,62,5,400.0,9088,Dine-out
19170,1,0,3.4,23,82,5,300.0,7564,Dine-out
19171,1,0,3.6,78,82,5,300.0,6974,Dine-out
19172,1,0,3.6,119,62,1,550.0,7928,Dine-out
19173,1,0,,0,62,5,400.0,6995,Dine-out
19174,1,0,3.2,4,52,5,450.0,2759,Dine-out
19175,0,0,3.9,82,62,5,150.0,9088,Dine-out
19176,0,0,4.1,258,52,2,1200.0,9088,Dine-out
19177,0,0,3.4,8,62,7,150.0,9088,Dine-out
19179,1,0,3.2,393,62,5,400.0,4693,Dine-out
19180,0,0,3.2,5,62,1,550.0,9088,Dine-out
19181,0,0,3.8,46,62,7,1800.0,9088,Dine-out
19182,0,0,3.7,39,62,1,700.0,9088,Dine-out
19184,0,1,4.0,91,82,7,2400.0,9088,Dine-out
19186,1,0,3.9,53,52,4,600.0,9008,Dine-out
19187,1,0,3.5,7,82,5,200.0,1552,Dine-out
19188,1,0,3.8,135,62,7,700.0,6155,Dine-out
19189,0,0,3.8,39,62,7,300.0,9088,Dine-out
19190,0,1,4.0,170,62,7,1900.0,9088,Dine-out
19191,1,1,3.5,43,62,1,700.0,9088,Dine-out
19192,1,0,3.7,28,82,1,400.0,6385,Dine-out
19193,0,0,,0,62,5,120.0,9088,Dine-out
19195,1,1,2.2,406,52,1,1000.0,7192,Dine-out
19196,1,0,3.1,97,62,5,450.0,7111,Dine-out
19197,0,0,3.4,13,62,5,300.0,9088,Dine-out
19198,0,0,,0,82,5,300.0,9088,Dine-out
19199,1,0,3.7,17,82,5,300.0,2741,Dine-out
19200,1,0,3.1,43,62,5,200.0,5074,Dine-out
19201,0,0,2.8,93,62,1,500.0,9088,Dine-out
19204,1,0,3.3,110,82,5,300.0,5173,Dine-out
19205,1,0,3.7,16,62,5,300.0,9088,Dine-out
19207,0,0,3.6,30,62,1,800.0,9088,Dine-out
19208,0,0,3.5,12,10,0,300.0,9088,Dine-out
19209,0,0,3.4,8,10,7,300.0,9088,Dine-out
19210,0,0,4.0,142,62,8,300.0,9088,Dine-out
19211,1,0,3.1,14,10,7,400.0,7725,Dine-out
19213,0,0,3.5,9,62,4,400.0,9088,Dine-out
19214,1,0,3.6,88,10,5,250.0,3415,Dine-out
19215,1,0,3.4,7,82,5,500.0,3301,Dine-out
19216,0,0,3.4,9,10,5,200.0,9088,Dine-out
19218,0,0,3.5,28,62,5,350.0,9088,Dine-out
19219,0,0,,0,62,5,200.0,9088,Dine-out
19220,1,0,3.1,23,26,1,400.0,9088,Dine-out
19221,1,0,3.8,32,62,6,500.0,7736,Dine-out
19222,1,0,,0,62,1,300.0,162,Dine-out
19223,1,0,,0,62,7,250.0,9088,Dine-out
19224,1,0,3.5,33,82,5,600.0,9088,Dine-out
19225,0,0,3.7,19,82,5,200.0,9088,Dine-out
19227,0,0,2.8,50,62,5,400.0,9088,Dine-out
19228,0,0,,0,62,5,300.0,9088,Dine-out
19229,0,0,,0,62,5,150.0,9088,Dine-out
19230,0,0,,0,10,7,250.0,9088,Dine-out
19232,1,0,3.3,4,10,7,300.0,4807,Dine-out
19233,1,0,3.2,6,82,5,300.0,9088,Dine-out
19234,1,0,3.3,11,62,5,150.0,3114,Dine-out
19235,0,0,3.1,6,62,5,200.0,9088,Dine-out
19236,0,0,3.0,5,62,7,600.0,9088,Dine-out
19237,0,0,3.2,5,63,5,300.0,9088,Dine-out
19238,0,0,3.4,6,63,5,250.0,9088,Dine-out
19239,0,0,3.2,15,62,5,200.0,9088,Dine-out
19240,0,0,,0,62,5,300.0,9088,Dine-out
19242,0,0,,0,62,5,400.0,9088,Dine-out
19243,0,0,,0,82,5,150.0,9088,Dine-out
19245,0,0,,0,10,7,300.0,9088,Dine-out
19246,0,0,,0,62,5,250.0,9088,Dine-out
19247,0,0,,0,10,5,200.0,9088,Dine-out
19249,0,0,,0,10,5,200.0,9088,Dine-out
19250,0,0,3.2,4,62,5,300.0,9088,Dine-out
19251,0,0,,0,62,5,250.0,9088,Dine-out
19252,1,0,4.0,43,62,5,400.0,1161,Dine-out
19253,1,0,2.7,67,63,5,300.0,357,Dine-out
19254,1,0,3.8,259,52,0,700.0,9088,Dine-out
19255,1,0,3.7,15,10,7,300.0,7914,Dine-out
19256,1,0,,0,62,5,500.0,4045,Dine-out
19257,0,0,3.2,4,62,5,200.0,9088,Dine-out
19260,1,0,3.8,138,62,1,800.0,7445,Dine-out
19261,0,0,,0,62,5,150.0,9088,Dine-out
19262,0,0,,0,62,5,150.0,9088,Dine-out
19264,0,0,,0,62,7,150.0,9088,Dine-out
19265,0,1,4.1,3864,27,2,1300.0,9088,Drinks & nightlife
19266,0,1,4.6,2785,27,7,1500.0,9088,Drinks & nightlife
19267,0,1,4.2,6907,27,7,1400.0,9088,Drinks & nightlife
19268,0,0,4.7,14956,27,7,1500.0,9088,Drinks & nightlife
19269,0,1,4.1,177,27,7,2000.0,9088,Drinks & nightlife
19270,0,1,4.3,4187,27,7,1500.0,9088,Drinks & nightlife
19271,0,1,,0,27,2,1700.0,9088,Drinks & nightlife
19272,0,1,4.3,3592,27,7,2100.0,9088,Drinks & nightlife
19273,0,1,4.4,2993,27,7,1400.0,9088,Drinks & nightlife
19274,0,1,4.3,879,27,7,1300.0,9088,Drinks & nightlife
19275,0,1,4.2,2901,27,7,1300.0,9088,Drinks & nightlife
19276,1,0,4.3,3848,27,7,1400.0,4749,Drinks & nightlife
19277,1,0,4.3,1273,27,7,1000.0,4705,Drinks & nightlife
19278,0,1,4.2,172,27,7,1500.0,9088,Drinks & nightlife
19279,0,1,4.2,2445,27,7,1500.0,9088,Drinks & nightlife
19280,1,0,4.1,2415,27,7,1400.0,9088,Drinks & nightlife
19281,0,0,4.2,1651,27,7,1200.0,9088,Drinks & nightlife
19282,1,1,4.1,1827,27,2,1100.0,344,Drinks & nightlife
19283,0,1,3.8,201,27,2,1000.0,9088,Drinks & nightlife
19284,0,0,4.1,1858,27,7,1200.0,9088,Drinks & nightlife
19285,0,1,3.6,1111,27,7,1400.0,9088,Drinks & nightlife
19286,0,1,4.0,592,27,7,1300.0,9088,Drinks & nightlife
19287,1,1,4.0,1413,27,7,1500.0,9088,Drinks & nightlife
19288,0,0,4.3,700,27,7,,9088,Drinks & nightlife
19289,0,1,4.2,1089,27,7,1100.0,9088,Drinks & nightlife
19290,0,1,3.9,644,27,7,1500.0,9088,Drinks & nightlife
19291,0,1,4.0,973,27,7,1400.0,9088,Drinks & nightlife
19292,1,0,3.8,137,27,2,750.0,4022,Drinks & nightlife
19293,0,1,3.9,815,27,7,1700.0,9088,Drinks & nightlife
19294,0,1,3.9,854,27,7,1600.0,9088,Drinks & nightlife
19295,0,1,4.0,601,27,7,1800.0,9088,Drinks & nightlife
19296,0,1,4.1,1341,27,7,1500.0,9088,Drinks & nightlife
19297,0,1,3.8,263,27,7,1000.0,9088,Drinks & nightlife
19298,0,1,3.9,1214,27,7,1200.0,9088,Drinks & nightlife
19299,0,0,3.5,10,27,7,1300.0,9088,Drinks & nightlife
19300,0,0,3.1,11,27,7,1000.0,9088,Drinks & nightlife
19301,0,1,,0,27,7,1600.0,9088,Drinks & nightlife
19302,0,1,3.8,198,27,2,1000.0,9088,Drinks & nightlife
19303,0,1,4.0,1724,16,7,1600.0,9088,Drinks & nightlife
19304,0,1,4.3,2031,16,7,1700.0,9088,Drinks & nightlife
19305,0,0,2.4,25,16,7,1000.0,9088,Drinks & nightlife
19306,0,0,4.0,108,16,7,1300.0,9088,Drinks & nightlife
19307,0,0,3.2,8,81,2,600.0,9088,Drinks & nightlife
19308,0,1,4.7,9041,62,7,1800.0,9088,Drinks & nightlife
19309,0,0,4.1,403,62,7,1000.0,9088,Drinks & nightlife
19310,0,1,4.1,207,52,7,1000.0,9088,Drinks & nightlife
19311,0,0,3.9,73,62,7,1800.0,9088,Drinks & nightlife
19312,0,1,4.0,427,62,7,2400.0,9088,Drinks & nightlife
19313,0,1,4.2,536,52,7,1500.0,9088,Drinks & nightlife
19314,0,1,4.1,609,52,7,2800.0,9088,Drinks & nightlife
19316,0,0,3.9,108,62,7,3000.0,9088,Drinks & nightlife
19318,0,0,4.1,258,52,2,1200.0,9088,Drinks & nightlife
19319,0,0,3.8,46,62,7,1800.0,9088,Drinks & nightlife
19321,0,1,4.0,91,82,7,2400.0,9088,Drinks & nightlife
19323,0,1,4.2,6907,27,7,1400.0,9088,Pubs and bars
19324,0,1,4.1,3864,27,2,1300.0,9088,Pubs and bars
19325,0,1,,0,27,2,1700.0,9088,Pubs and bars
19326,0,0,4.3,424,27,7,1000.0,9088,Pubs and bars
19327,0,1,4.1,177,27,7,2000.0,9088,Pubs and bars
19328,1,0,4.6,3760,27,2,1200.0,9088,Pubs and bars
19329,0,1,4.3,4187,27,7,1500.0,9088,Pubs and bars
19330,0,1,4.6,2785,27,7,1500.0,9088,Pubs and bars
19331,0,1,4.4,953,27,7,2500.0,9088,Pubs and bars
19332,0,1,4.4,2993,27,7,1400.0,9088,Pubs and bars
19333,0,1,4.3,879,27,7,1300.0,9088,Pubs and bars
19334,0,1,4.2,2901,27,7,1300.0,9088,Pubs and bars
19335,1,0,4.3,3848,27,7,1400.0,4749,Pubs and bars
19336,1,1,4.4,1420,27,2,1100.0,9088,Pubs and bars
19337,0,1,4.2,2445,27,7,1500.0,9088,Pubs and bars
19338,1,1,4.1,201,27,7,1500.0,8083,Pubs and bars
19339,0,1,4.2,902,27,2,800.0,9088,Pubs and bars
19340,0,0,4.2,1651,27,7,1200.0,9088,Pubs and bars
19341,1,1,4.1,1827,27,2,1100.0,344,Pubs and bars
19342,0,1,3.8,201,27,2,1000.0,9088,Pubs and bars
19343,0,0,4.1,1858,27,7,1200.0,9088,Pubs and bars
19344,0,1,4.0,592,27,7,1300.0,9088,Pubs and bars
19345,1,1,4.0,1413,27,7,1500.0,9088,Pubs and bars
19346,0,0,4.3,700,27,7,,9088,Pubs and bars
19347,0,1,4.2,1089,27,7,1100.0,9088,Pubs and bars
19348,0,0,3.9,48,27,7,900.0,9088,Pubs and bars
19349,0,1,3.9,644,27,7,1500.0,9088,Pubs and bars
19350,0,1,4.0,973,27,7,1400.0,9088,Pubs and bars
19351,0,0,,0,27,7,800.0,9088,Pubs and bars
19352,1,0,3.8,137,27,2,750.0,4022,Pubs and bars
19353,0,1,3.9,815,27,7,1700.0,9088,Pubs and bars
19354,0,1,3.8,263,27,7,1000.0,9088,Pubs and bars
19355,0,1,3.9,1214,27,7,1200.0,9088,Pubs and bars
19356,0,0,3.2,8,27,7,1000.0,9088,Pubs and bars
19357,0,0,3.1,11,27,7,1000.0,9088,Pubs and bars
19358,0,1,,0,27,7,1600.0,9088,Pubs and bars
19359,0,1,3.8,198,27,2,1000.0,9088,Pubs and bars
19360,0,1,4.3,2031,16,7,1700.0,9088,Pubs and bars
19361,0,0,4.0,115,16,2,1700.0,9088,Pubs and bars
19362,0,0,3.3,4,16,2,800.0,9088,Pubs and bars
19363,0,0,2.4,25,16,7,1000.0,9088,Pubs and bars
19364,0,0,4.0,108,16,7,1300.0,9088,Pubs and bars
19365,0,0,3.2,8,81,2,600.0,9088,Pubs and bars
19366,0,1,4.7,9041,62,7,1800.0,9088,Pubs and bars
19367,0,0,4.1,403,62,7,1000.0,9088,Pubs and bars
19368,0,1,4.1,207,52,7,1000.0,9088,Pubs and bars
19369,1,1,4.0,419,62,2,1400.0,8305,Pubs and bars
19370,1,1,4.2,980,82,2,1000.0,5283,Pubs and bars
19371,0,0,3.9,73,62,7,1800.0,9088,Pubs and bars
19372,0,1,4.2,536,52,7,1500.0,9088,Pubs and bars
19373,1,1,4.1,765,82,2,1200.0,364,Pubs and bars
19374,0,1,4.1,334,52,2,1800.0,9088,Pubs and bars
19376,0,0,4.1,258,52,2,1200.0,9088,Pubs and bars
19381,0,1,4.6,538,32,1,1100.0,9088,Buffet
19382,1,1,4.2,2025,32,1,1000.0,9088,Buffet
19383,1,1,,0,32,1,700.0,9088,Buffet
19384,0,1,4.1,2309,32,1,950.0,9088,Buffet
19385,1,1,4.3,1247,32,1,1000.0,9088,Buffet
19386,1,1,4.1,2342,32,1,1500.0,9088,Buffet
19387,1,0,4.4,4892,32,1,750.0,5232,Buffet
19388,1,1,3.8,362,32,1,600.0,9088,Buffet
19389,1,0,3.9,14,32,1,600.0,9088,Buffet
19390,1,0,4.0,140,32,1,550.0,9088,Buffet
19391,0,1,3.8,176,32,1,1350.0,9088,Buffet
19393,0,1,4.9,6404,0,1,1600.0,9088,Buffet
19394,1,1,4.4,2496,3,7,900.0,9088,Buffet
19395,0,1,4.7,3855,29,1,1600.0,9088,Buffet
19396,0,0,4.3,357,29,1,1200.0,9088,Buffet
19397,0,1,4.1,2461,29,1,1000.0,9088,Buffet
19398,0,1,4.1,1239,29,1,800.0,9088,Buffet
19399,0,1,4.4,1154,0,2,1100.0,9088,Buffet
19400,1,1,4.1,1547,29,1,1000.0,9088,Buffet
19401,1,1,4.1,783,1,1,800.0,9088,Buffet
19402,1,1,3.8,763,29,1,600.0,9088,Buffet
19403,1,1,3.8,561,29,1,800.0,9088,Buffet
19405,0,0,3.7,203,29,1,900.0,9088,Buffet
19409,0,0,3.5,44,29,1,1000.0,9088,Buffet
19410,0,1,4.2,656,32,7,800.0,9088,Cafes
19411,0,1,4.1,113,32,0,800.0,9088,Cafes
19412,0,1,4.1,1445,29,0,800.0,9088,Cafes
19413,1,1,4.3,1265,32,7,800.0,9088,Cafes
19414,0,0,4.2,713,32,0,500.0,9088,Cafes
19415,1,0,4.1,799,32,0,400.0,9088,Cafes
19416,0,1,4.2,738,32,0,800.0,9088,Cafes
19417,0,1,3.5,11,32,0,800.0,9088,Cafes
19418,0,0,4.1,226,32,0,800.0,9088,Cafes
19419,0,0,4.1,710,32,0,850.0,9088,Cafes
19420,1,0,4.2,265,32,0,700.0,9088,Cafes
19421,1,1,4.3,1907,32,0,800.0,9088,Cafes
19422,1,0,4.6,233,32,0,400.0,9088,Cafes
19430,0,0,3.6,19,32,5,200.0,9088,Cafes
19431,1,0,3.9,91,32,0,300.0,9088,Cafes
19434,1,1,3.9,295,32,0,650.0,9088,Cafes
19439,1,0,2.5,157,32,0,450.0,9088,Cafes
19440,1,0,2.9,33,32,0,650.0,9088,Cafes
19441,1,0,,0,32,7,250.0,9088,Cafes
19443,0,0,3.7,167,32,0,400.0,9088,Cafes
19444,1,0,4.1,53,29,0,600.0,9088,Cafes
19445,0,0,3.9,764,29,7,600.0,9088,Cafes
19446,1,1,4.2,152,1,0,600.0,9088,Cafes
19447,1,0,4.0,510,29,7,1000.0,9088,Cafes
19451,1,1,4.4,4410,29,7,600.0,1421,Cafes
19452,1,0,3.6,17,3,4,900.0,9088,Cafes
19453,1,0,4.2,170,29,0,600.0,9088,Cafes
19457,0,0,4.1,522,29,0,550.0,9088,Cafes
19460,1,0,3.8,145,1,0,700.0,9088,Cafes
19464,1,0,3.8,614,0,0,600.0,9088,Cafes
19476,0,0,3.8,33,29,0,300.0,9088,Cafes
19480,0,0,,0,89,7,400.0,9088,Cafes
19483,1,1,3.9,488,0,0,700.0,9088,Cafes
19485,0,0,,0,29,5,300.0,9088,Cafes
19486,1,0,4.5,1187,0,3,500.0,9029,Delivery
19487,1,0,4.1,52,0,6,250.0,3984,Delivery
19488,1,0,4.1,786,0,5,300.0,4857,Delivery
19489,1,0,4.0,203,0,7,200.0,2984,Delivery
19490,1,0,4.0,75,0,6,300.0,4014,Delivery
19491,1,0,3.9,248,0,5,400.0,3333,Delivery
19492,1,0,3.8,100,0,6,400.0,3853,Delivery
19493,1,0,3.8,630,79,3,450.0,43,Delivery
19494,1,0,4.2,1280,0,1,900.0,340,Delivery
19495,1,0,4.3,287,44,3,400.0,950,Delivery
19496,1,0,3.9,175,0,6,450.0,1985,Delivery
19497,1,0,3.3,42,0,5,500.0,2118,Delivery
19498,1,0,4.5,557,0,4,400.0,8052,Delivery
19499,1,0,3.4,151,0,5,400.0,2438,Delivery
19500,1,0,3.4,130,1,5,300.0,3211,Delivery
19501,1,0,4.1,212,48,7,150.0,6277,Delivery
19502,1,0,4.3,164,45,5,500.0,8962,Delivery
19503,1,0,3.7,22,3,5,400.0,8852,Delivery
19504,1,0,3.8,22,29,5,400.0,9088,Delivery
19505,1,0,4.1,16,0,7,200.0,2964,Delivery
19506,1,0,4.2,190,46,5,300.0,3364,Delivery
19507,1,0,3.7,129,48,7,150.0,6935,Delivery
19508,1,0,3.8,376,0,5,500.0,2233,Delivery
19509,1,0,4.1,562,4,5,150.0,9088,Delivery
19510,1,0,3.8,256,0,1,800.0,2304,Delivery
19511,1,0,3.5,735,0,1,600.0,2224,Delivery
19513,1,0,3.7,215,0,5,200.0,4287,Delivery
19514,1,0,4.3,248,29,3,500.0,3389,Delivery
19515,1,0,4.3,1588,45,1,550.0,8754,Delivery
19516,1,0,2.9,258,0,5,250.0,6293,Delivery
19517,1,0,4.0,412,45,5,300.0,5063,Delivery
19518,1,0,3.7,132,29,0,400.0,2670,Delivery
19519,1,0,4.2,95,32,7,400.0,768,Delivery
19520,1,0,3.9,331,0,0,200.0,4155,Delivery
19522,1,0,4.0,199,0,5,300.0,5004,Delivery
19523,1,0,4.2,67,4,5,500.0,5579,Delivery
19524,1,0,4.1,239,4,5,200.0,9088,Delivery
19525,1,0,3.7,476,0,5,450.0,7285,Delivery
19526,1,0,3.8,17,0,6,400.0,8426,Delivery
19527,1,0,3.7,219,45,7,600.0,9088,Delivery
19528,1,0,3.9,225,0,6,400.0,6089,Delivery
19529,1,0,3.7,23,0,6,400.0,5352,Delivery
19530,1,0,4.0,776,45,1,800.0,3893,Delivery
19531,1,0,3.9,181,0,5,250.0,8845,Delivery
19532,1,0,3.8,1073,0,1,500.0,2362,Delivery
19534,1,0,4.2,466,0,5,400.0,6661,Delivery
19535,1,0,3.8,101,29,5,200.0,8138,Delivery
19537,1,0,3.6,132,29,5,250.0,7089,Delivery
19538,1,0,3.9,38,4,5,200.0,8504,Delivery
19539,1,0,3.9,62,29,5,300.0,1897,Delivery
19540,1,0,3.8,541,4,1,700.0,6088,Delivery
19541,1,0,3.9,89,45,5,400.0,9088,Delivery
19542,1,0,4.4,827,32,4,400.0,8185,Delivery
19543,1,0,4.0,118,0,5,250.0,9088,Delivery
19544,1,0,3.9,38,0,6,250.0,5675,Delivery
19545,1,0,4.0,22,0,6,200.0,9037,Delivery
19546,1,0,4.2,38,0,6,200.0,4278,Delivery
19547,1,0,3.8,23,29,5,150.0,8769,Delivery
19548,1,0,4.1,304,32,5,200.0,9088,Delivery
19549,1,0,3.5,93,29,6,600.0,9088,Delivery
19550,1,0,3.9,187,0,5,600.0,1275,Delivery
19551,1,1,4.2,357,1,1,800.0,2076,Delivery
19552,1,0,,0,45,5,750.0,7600,Delivery
19553,1,0,3.7,15,45,5,250.0,6049,Delivery
19554,1,0,2.6,174,0,1,450.0,1145,Delivery
19555,1,0,3.2,12,4,6,300.0,9088,Delivery
19556,1,0,3.9,1045,47,5,600.0,3264,Delivery
19557,1,0,3.9,984,32,5,500.0,9088,Delivery
19558,1,0,4.5,339,45,7,300.0,4701,Delivery
19559,1,0,3.6,519,29,1,400.0,207,Delivery
19560,1,0,3.9,65,0,5,700.0,3284,Delivery
19561,1,0,3.7,211,0,5,300.0,9088,Delivery
19562,1,0,3.8,59,4,5,150.0,8493,Delivery
19563,1,0,4.0,49,4,5,200.0,4854,Delivery
19564,1,0,3.7,6,29,6,500.0,6812,Delivery
19565,1,0,4.0,130,0,5,150.0,9088,Delivery
19566,1,0,4.2,505,1,0,550.0,1595,Delivery
19567,1,0,3.7,108,4,7,150.0,8790,Delivery
19568,1,0,3.9,57,0,5,300.0,4326,Delivery
19569,1,0,4.0,80,32,5,100.0,7965,Delivery
19570,1,0,4.0,335,29,5,300.0,8934,Delivery
19571,1,0,3.2,21,0,6,600.0,8285,Delivery
19572,1,0,4.0,1986,29,1,800.0,1704,Delivery
19573,1,0,3.9,20,0,6,300.0,9088,Delivery
19574,1,0,4.0,253,32,4,300.0,6254,Delivery
19575,1,0,3.5,49,29,5,300.0,1414,Delivery
19576,1,0,,0,29,1,600.0,1002,Delivery
19577,1,0,3.8,99,0,1,350.0,7530,Delivery
19578,1,0,3.2,50,0,5,300.0,7296,Delivery
19579,1,0,3.8,184,0,5,400.0,2016,Delivery
19580,1,0,4.0,351,0,5,400.0,4727,Delivery
19581,1,0,3.4,23,1,5,200.0,2155,Delivery
19582,1,0,3.9,753,4,1,500.0,5966,Delivery
19583,1,0,3.1,31,0,6,400.0,1009,Delivery
19584,1,0,3.9,421,0,1,800.0,6563,Delivery
19585,1,0,2.7,159,29,5,750.0,1598,Delivery
19586,1,1,4.6,2604,1,7,600.0,4076,Delivery
19587,1,0,3.7,38,32,5,100.0,7952,Delivery
19589,1,0,3.4,137,0,6,500.0,4323,Delivery
19591,1,0,3.3,47,0,7,400.0,406,Delivery
19592,1,0,3.9,211,32,7,400.0,9088,Delivery
19593,1,0,3.8,52,0,5,300.0,9088,Delivery
19594,1,0,4.0,113,0,5,400.0,9088,Delivery
19595,1,0,3.6,8,0,3,600.0,7807,Delivery
19596,1,1,4.0,206,29,5,700.0,4039,Delivery
19597,1,0,4.1,232,29,7,500.0,2825,Delivery
19598,1,0,4.0,15,0,5,100.0,1524,Delivery
19599,1,0,4.2,449,4,5,100.0,9088,Delivery
19600,1,0,4.3,632,32,5,200.0,1113,Delivery
19602,1,0,3.5,57,3,5,350.0,957,Delivery
19603,1,0,4.2,369,29,6,600.0,7505,Delivery
19604,1,1,4.1,176,32,1,500.0,4811,Delivery
19605,1,0,4.2,703,47,4,450.0,8160,Delivery
19606,1,0,3.7,11,0,6,400.0,9088,Delivery
19607,1,0,3.9,101,0,1,600.0,9088,Delivery
19609,1,1,4.1,2725,0,1,800.0,7798,Delivery
19611,1,0,2.9,132,0,5,300.0,931,Delivery
19612,1,0,3.9,183,0,5,300.0,9088,Delivery
19615,1,0,4.1,113,0,7,400.0,9088,Delivery
19617,1,0,3.7,66,29,5,400.0,5776,Delivery
19618,1,0,3.9,28,47,7,500.0,7159,Delivery
19619,1,0,3.3,49,45,5,300.0,1677,Delivery
19620,1,0,3.9,172,1,3,750.0,3944,Delivery
19621,1,0,2.9,345,0,6,450.0,2726,Delivery
19622,1,0,3.9,323,3,1,650.0,3223,Delivery
19624,1,0,3.7,171,29,5,200.0,6396,Delivery
19625,1,0,4.3,338,45,1,800.0,2516,Delivery
19626,1,0,4.6,409,3,1,1000.0,5506,Delivery
19627,1,0,3.9,499,46,5,300.0,2669,Delivery
19628,1,0,3.3,23,3,1,600.0,9088,Delivery
19629,1,0,3.2,209,32,7,250.0,9088,Delivery
19630,1,0,4.1,240,29,4,500.0,4145,Delivery
19631,1,0,4.1,164,4,5,500.0,9088,Delivery
19633,1,0,4.2,103,0,5,300.0,6765,Delivery
19635,1,0,3.7,98,32,5,350.0,2748,Delivery
19636,1,1,3.9,295,32,0,650.0,9088,Delivery
19637,1,0,3.7,40,0,5,300.0,9088,Delivery
19638,1,0,3.6,382,45,1,600.0,9030,Delivery
19639,1,0,4.2,971,45,5,200.0,7572,Delivery
19640,1,0,3.9,439,0,1,650.0,9088,Delivery
19641,1,0,3.9,358,0,5,400.0,7337,Delivery
19642,1,1,4.1,367,32,1,1200.0,9088,Delivery
19643,1,0,3.7,17,47,1,400.0,9088,Delivery
19645,1,0,3.7,14,0,5,400.0,9088,Delivery
19646,1,0,2.8,152,47,1,700.0,9088,Delivery
19647,1,0,3.8,140,45,5,200.0,9088,Delivery
19648,1,0,3.5,80,1,5,250.0,7671,Delivery
19650,1,0,3.9,137,32,5,400.0,9088,Delivery
19652,1,0,4.1,268,45,7,300.0,9088,Delivery
19654,1,1,4.1,1547,29,1,1000.0,4523,Delivery
19656,1,0,3.9,48,29,7,100.0,632,Delivery
19657,1,0,3.5,7,0,6,400.0,6778,Delivery
19658,1,0,4.0,53,1,3,600.0,2657,Delivery
19659,1,0,3.9,14,29,6,400.0,594,Delivery
19660,1,1,4.2,2123,1,1,800.0,4072,Delivery
19661,1,1,4.2,543,45,7,1000.0,5485,Delivery
19662,1,0,3.9,18,45,4,300.0,3036,Delivery
19663,1,0,3.9,38,29,7,200.0,856,Delivery
19664,1,0,3.7,118,0,5,400.0,3676,Delivery
19665,1,1,4.2,2211,29,7,1200.0,7930,Delivery
19667,1,0,3.4,23,0,3,300.0,4142,Delivery
19668,1,0,3.6,218,0,1,600.0,8922,Delivery
19669,1,0,4.0,958,47,1,500.0,2357,Delivery
19670,1,0,3.8,111,3,1,800.0,4624,Delivery
19671,1,0,3.8,12,0,5,300.0,1916,Delivery
19672,1,0,4.1,511,46,4,500.0,2952,Delivery
19673,1,0,4.3,723,45,5,400.0,6965,Delivery
19674,1,0,3.7,35,29,5,200.0,4447,Delivery
19675,1,0,3.1,7,49,5,250.0,2399,Delivery
19676,1,0,3.7,21,32,5,200.0,8545,Delivery
19677,1,0,4.1,70,4,5,150.0,133,Delivery
19678,1,0,,0,32,7,500.0,8720,Delivery
19679,1,0,3.7,93,4,5,200.0,3087,Delivery
19680,1,0,2.9,67,0,1,500.0,6887,Delivery
19681,1,0,4.1,93,45,0,600.0,5571,Delivery
19682,1,0,3.8,579,32,1,900.0,746,Delivery
19683,1,0,3.7,31,47,0,500.0,3184,Delivery
19684,1,0,3.5,4,29,5,250.0,9088,Delivery
19685,1,0,3.9,152,49,5,300.0,1999,Delivery
19686,1,0,3.6,7,0,5,200.0,5747,Delivery
