,online_order,book_table,rate,votes,location,rest_type,approx_cost(for two people),menu_item,listed_in(type)
8242,0,0,,0,56,5,300.0,9088,Dine-out
8243,0,0,,0,88,5,250.0,9088,Dine-out
8244,1,0,,0,88,6,400.0,8571,Dine-out
8245,0,0,,0,88,5,300.0,9088,Dine-out
8246,0,1,4.4,1710,9,7,1200.0,9088,Drinks & nightlife
8247,1,1,3.5,262,9,7,1500.0,9088,Drinks & nightlife
8248,0,1,4.7,6876,88,7,2400.0,9088,Drinks & nightlife
8249,0,0,4.6,5892,88,7,2500.0,9088,Drinks & nightlife
8250,0,1,4.1,466,88,2,1000.0,9088,Drinks & nightlife
8251,0,0,4.0,1075,88,7,1450.0,9088,Drinks & nightlife
8252,0,0,3.8,26,88,7,2000.0,9088,Drinks & nightlife
8253,0,0,3.9,75,88,7,2000.0,9088,Drinks & nightlife
8254,0,0,3.9,21,88,7,1500.0,9088,Drinks & nightlife
8255,0,0,3.6,19,88,7,1300.0,9088,Drinks & nightlife
8256,0,0,3.7,34,88,2,800.0,9088,Drinks & nightlife
8257,1,0,2.6,118,56,2,1200.0,9088,Drinks & nightlife
8258,0,0,3.7,32,88,7,2000.0,9088,Drinks & nightlife
8259,0,0,3.5,20,88,7,1500.0,9088,Drinks & nightlife
8260,0,1,4.9,6375,0,1,1600.0,9088,Buffet
8261,0,1,4.4,201,0,1,1300.0,9088,Buffet
8262,1,1,4.2,3230,0,7,1600.0,9088,Buffet
8263,0,1,4.4,1149,0,2,1100.0,9088,Buffet
8264,1,0,3.9,420,0,1,800.0,9088,Buffet
8265,1,0,3.0,102,0,1,600.0,9088,Buffet
8266,0,0,,0,0,1,700.0,9088,Buffet
8267,1,1,4.0,0,42,1,1100.0,9088,Buffet
8268,0,1,4.7,10413,45,2,1400.0,9088,Buffet
8269,0,1,4.4,1533,45,7,2000.0,9088,Buffet
8270,1,1,4.5,3125,45,2,1500.0,9088,Buffet
8271,0,1,4.2,1721,45,1,1200.0,9088,Buffet
8272,1,1,4.4,2493,3,7,900.0,9088,Buffet
8273,0,1,4.7,3852,29,1,1600.0,9088,Buffet
8274,1,1,4.5,3458,45,1,1300.0,9088,Buffet
8275,1,1,4.9,2178,45,2,1500.0,9088,Buffet
8276,1,1,4.2,2616,45,1,1300.0,9088,Buffet
8277,0,1,4.1,2456,29,1,1000.0,9088,Buffet
8278,1,1,4.4,455,47,2,1500.0,9088,Buffet
8279,1,1,4.5,710,47,1,1500.0,9088,Buffet
8280,0,1,4.1,782,43,1,1500.0,9088,Buffet
8281,1,1,4.4,677,47,1,1500.0,9088,Buffet
8282,1,1,4.0,1851,46,1,600.0,9088,Buffet
8283,0,1,4.3,2241,45,1,1100.0,9088,Buffet
8284,1,0,4.1,6875,45,1,750.0,9088,Buffet
8285,0,1,,0,45,7,1500.0,9088,Buffet
8286,1,1,3.9,484,45,1,700.0,9088,Buffet
8287,0,1,3.9,1388,45,7,1400.0,9088,Buffet
8288,0,1,4.2,117,47,1,800.0,9088,Buffet
8289,0,1,4.3,104,47,1,1000.0,9088,Buffet
8290,0,0,3.7,202,29,1,900.0,9088,Buffet
8291,0,1,4.1,353,43,7,2000.0,9088,Buffet
8292,0,0,3.8,38,46,1,900.0,9088,Buffet
8293,0,1,3.9,165,29,1,1000.0,9088,Buffet
8294,0,0,3.9,371,22,1,400.0,9088,Buffet
8296,0,1,3.5,32,45,1,1000.0,9088,Buffet
8298,1,0,3.5,5,44,1,800.0,9088,Buffet
8299,1,1,4.5,1874,0,0,900.0,9088,Cafes
8300,0,0,,0,0,0,400.0,9088,Cafes
8301,1,0,4.1,464,0,0,500.0,9088,Cafes
8302,1,0,3.8,24,0,0,700.0,9088,Cafes
8303,1,0,3.6,19,0,0,400.0,9088,Cafes
8304,1,0,3.8,100,0,0,700.0,9088,Cafes
8305,1,0,4.0,204,0,7,500.0,9088,Cafes
8306,1,0,3.4,43,0,0,900.0,9088,Cafes
8307,1,0,3.9,331,0,0,200.0,9088,Cafes
8308,1,0,2.6,60,0,0,900.0,9088,Cafes
8309,1,0,3.8,613,0,0,600.0,9088,Cafes
8310,1,0,3.0,61,0,0,650.0,9088,Cafes
8311,1,0,3.6,41,0,0,600.0,9088,Cafes
8312,0,0,4.0,147,0,0,400.0,9088,Cafes
8313,1,0,2.9,7,0,0,400.0,9088,Cafes
8314,1,0,3.3,5,0,7,200.0,9088,Cafes
8315,1,0,,0,0,0,200.0,9088,Cafes
8316,1,0,,0,0,0,500.0,9088,Cafes
8317,1,0,,0,0,5,150.0,9088,Cafes
8319,1,1,3.7,49,0,0,300.0,9088,Cafes
8320,0,0,3.6,61,0,0,500.0,9088,Cafes
8321,0,0,3.6,22,0,0,500.0,9088,Cafes
8322,0,0,3.7,31,0,0,500.0,9088,Cafes
8323,1,0,3.8,208,0,7,650.0,9088,Cafes
8324,1,1,3.9,487,0,0,700.0,9088,Cafes
8325,0,0,3.8,63,0,0,500.0,9088,Cafes
8326,1,0,3.4,35,0,7,500.0,9088,Cafes
8327,0,0,,0,0,0,550.0,9088,Cafes
8328,0,0,4.2,221,42,0,200.0,9088,Cafes
8329,1,0,4.1,60,42,0,600.0,9088,Cafes
8330,0,0,4.7,14654,45,7,900.0,9088,Cafes
8331,0,0,4.5,3826,45,0,800.0,9088,Cafes
8332,0,0,4.0,2729,45,0,1300.0,9088,Cafes
8333,0,0,4.4,159,45,7,600.0,9088,Cafes
8334,1,0,4.4,2859,45,0,600.0,9088,Cafes
8335,0,1,4.3,1463,45,0,800.0,9088,Cafes
8336,1,1,4.3,1800,45,7,900.0,9088,Cafes
8337,1,0,4.5,2594,45,7,500.0,9088,Cafes
8338,1,1,4.4,197,45,0,800.0,9088,Cafes
8339,1,0,4.4,939,45,0,900.0,9088,Cafes
8340,1,1,4.2,468,45,0,800.0,9088,Cafes
8341,1,0,4.7,1022,47,7,550.0,9088,Cafes
8342,0,1,4.4,464,44,0,800.0,9088,Cafes
8343,0,1,4.5,546,45,0,900.0,9088,Cafes
8344,1,0,3.8,22,45,0,600.0,9088,Cafes
8345,1,0,4.1,50,29,0,600.0,9088,Cafes
8346,1,1,4.2,2709,43,0,1000.0,9088,Cafes
8347,1,1,4.0,1509,43,0,900.0,9088,Cafes
8348,1,0,4.5,334,45,7,500.0,9088,Cafes
8349,0,0,4.2,1355,47,0,700.0,9088,Cafes
8350,1,1,4.2,869,45,0,600.0,9088,Cafes
8351,0,0,4.0,431,45,0,,9088,Cafes
8352,1,0,4.2,1059,45,0,800.0,9088,Cafes
8353,1,0,4.1,137,45,0,1200.0,9088,Cafes
8354,1,0,4.1,306,47,0,600.0,9088,Cafes
8355,1,1,4.1,400,45,7,1200.0,9088,Cafes
8356,1,1,4.2,1692,45,0,650.0,9088,Cafes
8357,0,0,3.6,16,45,0,500.0,9088,Cafes
8358,1,0,4.0,508,29,7,1000.0,9088,Cafes
8359,1,1,4.2,239,29,7,600.0,9088,Cafes
8360,1,0,4.2,99,47,7,900.0,9088,Cafes
8361,1,1,4.4,4386,29,7,600.0,9088,Cafes
8362,1,0,4.3,480,45,0,450.0,9088,Cafes
8363,1,0,3.7,31,47,0,500.0,9088,Cafes
8364,1,0,4.0,310,32,0,750.0,9088,Cafes
8365,0,0,4.1,172,47,0,650.0,9088,Cafes
8366,1,0,3.8,30,32,0,400.0,9088,Cafes
8367,1,0,3.7,24,47,0,550.0,9088,Cafes
8368,1,0,4.1,90,45,0,600.0,9088,Cafes
8369,1,0,4.0,41,3,7,400.0,9088,Cafes
8370,1,0,3.8,47,45,0,600.0,9088,Cafes
8371,0,0,3.9,124,3,0,500.0,9088,Cafes
8372,1,0,4.1,323,47,0,700.0,9088,Cafes
8373,1,0,3.9,153,29,7,400.0,9088,Cafes
8374,0,0,4.1,367,47,0,350.0,9088,Cafes
8375,1,0,4.2,413,45,0,700.0,9088,Cafes
8376,1,0,3.4,7,79,3,300.0,9088,Cafes
8378,0,0,3.5,66,45,0,300.0,9088,Cafes
8380,1,0,4.2,450,32,0,400.0,9088,Cafes
8381,1,0,3.8,22,45,0,500.0,9088,Cafes
8382,1,0,2.6,18,29,0,500.0,9088,Cafes
8383,0,0,3.8,109,45,0,800.0,9088,Cafes
8384,1,0,3.7,59,22,0,600.0,9088,Cafes
8385,1,0,3.9,247,32,0,400.0,9088,Cafes
8386,0,0,3.5,15,22,0,250.0,9088,Cafes
8388,1,0,3.7,132,29,0,400.0,9088,Cafes
8390,0,0,,0,22,0,500.0,9088,Cafes
8391,0,0,,0,47,0,500.0,9088,Cafes
8392,0,0,,0,41,0,400.0,9088,Cafes
8394,0,0,3.6,16,47,0,300.0,9088,Cafes
8396,1,0,2.7,85,29,0,500.0,9088,Cafes
8397,1,0,3.8,187,29,0,500.0,9088,Cafes
8398,1,0,,0,47,0,300.0,9088,Cafes
8399,1,0,4.5,1181,0,3,500.0,4165,Delivery
8400,1,0,4.0,304,41,3,450.0,9088,Delivery
8401,1,0,3.9,582,40,3,450.0,9088,Delivery
8402,1,0,4.1,783,0,5,300.0,9088,Delivery
8403,1,0,4.0,245,0,5,400.0,9088,Delivery
8404,1,0,4.5,206,22,4,400.0,9088,Delivery
8405,1,0,3.7,214,0,5,200.0,9088,Delivery
8406,1,0,3.9,340,22,5,400.0,9088,Delivery
8407,1,0,3.4,147,0,5,400.0,9088,Delivery
8408,1,0,3.3,909,41,5,250.0,9088,Delivery
8409,1,0,4.2,189,46,5,300.0,9088,Delivery
8410,1,0,4.0,201,0,7,200.0,9088,Delivery
8411,1,0,4.1,56,22,6,250.0,9088,Delivery
8412,1,0,4.1,497,44,5,600.0,9088,Delivery
8413,1,0,4.0,350,22,5,600.0,9088,Delivery
8414,1,0,3.8,21,29,5,400.0,9088,Delivery
8415,1,0,4.0,175,22,5,100.0,9088,Delivery
8416,1,0,2.9,257,0,5,250.0,9088,Delivery
8417,1,0,3.7,132,29,0,400.0,9088,Delivery
8418,1,0,4.1,417,32,5,500.0,9088,Delivery
8419,1,0,4.1,211,48,7,150.0,9088,Delivery
8420,1,0,4.0,360,41,6,500.0,9088,Delivery
8421,1,0,3.7,9,3,6,500.0,9088,Delivery
8422,1,0,4.0,187,0,5,400.0,9088,Delivery
8424,1,0,4.3,1587,45,1,550.0,9088,Delivery
8425,1,0,4.5,554,0,4,400.0,9088,Delivery
8426,1,0,4.2,465,0,5,400.0,9088,Delivery
8427,1,0,4.0,356,48,3,650.0,9088,Delivery
8428,1,0,3.7,129,48,7,150.0,9088,Delivery
8429,0,0,3.9,625,45,1,600.0,9088,Delivery
8430,1,0,4.2,424,41,5,250.0,9088,Delivery
8431,1,0,3.3,42,0,5,500.0,9088,Delivery
8432,1,0,4.1,128,0,5,150.0,9088,Delivery
8433,1,0,3.7,218,45,7,600.0,9088,Delivery
8434,1,0,3.7,7,22,5,300.0,9088,Delivery
8436,1,0,3.9,187,0,5,600.0,9088,Delivery
8437,1,0,4.2,37,0,6,200.0,9088,Delivery
8438,1,0,4.0,137,48,5,250.0,9088,Delivery
8439,1,0,3.9,224,0,6,400.0,4925,Delivery
8440,1,0,3.9,179,0,5,250.0,9088,Delivery
8441,1,0,3.9,38,0,6,250.0,4921,Delivery
8442,1,0,4.3,3605,46,5,400.0,9088,Delivery
8443,1,0,3.6,97,48,7,400.0,9088,Delivery
8444,1,0,4.1,1959,46,5,600.0,9088,Delivery
8445,1,0,,0,45,5,750.0,9088,Delivery
8446,1,0,3.9,330,41,1,600.0,9088,Delivery
8447,1,0,3.9,331,0,0,200.0,9088,Delivery
8448,1,0,4.1,301,32,5,200.0,143,Delivery
8449,1,0,4.0,334,29,5,300.0,4887,Delivery
8450,1,0,3.9,224,41,6,250.0,9088,Delivery
8451,1,0,3.8,98,41,1,400.0,9088,Delivery
8452,1,0,4.1,840,22,5,300.0,9088,Delivery
8453,1,0,3.6,519,29,1,400.0,210,Delivery
8454,1,0,3.3,48,0,5,300.0,9088,Delivery
8455,1,0,2.7,172,0,1,450.0,9088,Delivery
8456,1,0,3.7,20,3,4,300.0,9088,Delivery
8457,1,0,3.9,62,29,5,300.0,9088,Delivery
8458,1,0,3.9,64,0,5,700.0,9088,Delivery
8459,1,0,4.0,293,46,7,250.0,9088,Delivery
8460,1,0,2.9,177,0,5,300.0,9088,Delivery
8461,1,1,4.1,1242,45,1,600.0,9088,Delivery
8462,1,0,3.7,93,46,5,300.0,9088,Delivery
8463,1,0,3.8,99,0,1,350.0,4912,Delivery
8464,1,0,,0,0,5,300.0,9088,Delivery
8465,1,0,3.9,56,0,5,300.0,9088,Delivery
8466,1,0,4.2,1076,45,7,400.0,9088,Delivery
8467,1,0,3.9,236,22,5,400.0,9088,Delivery
8468,1,0,4.0,1986,29,1,800.0,9088,Delivery
8469,1,0,3.8,7,0,7,200.0,9088,Delivery
8470,1,0,3.6,45,29,5,300.0,9088,Delivery
8471,1,0,3.4,137,0,6,500.0,9088,Delivery
8472,1,0,4.1,15,0,7,200.0,9088,Delivery
8473,1,0,4.3,385,0,6,500.0,9088,Delivery
8474,1,0,3.9,70,3,4,350.0,9088,Delivery
8475,1,0,3.6,621,22,5,400.0,9088,Delivery
8476,1,0,3.9,52,0,5,300.0,9088,Delivery
8477,1,0,4.5,334,45,7,500.0,9088,Delivery
8478,1,0,3.0,30,0,6,400.0,9088,Delivery
8479,1,0,4.3,475,0,6,600.0,9088,Delivery
8480,1,0,3.7,74,22,7,200.0,9088,Delivery
8481,1,0,4.4,1286,22,5,400.0,9088,Delivery
8482,1,0,4.0,196,44,5,500.0,9088,Delivery
8484,1,0,3.8,53,47,5,350.0,9088,Delivery
8485,1,0,2.9,127,0,5,300.0,9088,Delivery
8486,1,0,3.2,44,0,7,400.0,9088,Delivery
8487,1,0,4.0,113,0,5,400.0,1433,Delivery
8488,1,0,3.8,509,22,5,500.0,9088,Delivery
8489,1,0,3.9,420,0,1,800.0,9088,Delivery
8490,1,1,4.1,2724,0,1,800.0,9088,Delivery
8491,1,0,2.5,47,7,1,800.0,9088,Delivery
8492,1,1,4.0,202,29,5,700.0,9088,Delivery
8493,1,0,3.8,101,85,3,500.0,9088,Delivery
8495,1,0,3.9,160,44,3,650.0,9088,Delivery
8497,1,0,4.0,64,22,1,300.0,6848,Delivery
8498,1,0,2.3,298,7,5,450.0,9088,Delivery
8499,1,0,3.8,120,22,1,600.0,9088,Delivery
8500,1,0,3.6,382,45,1,600.0,9088,Delivery
8501,1,0,4.3,650,46,5,250.0,9088,Delivery
8502,1,0,2.7,159,29,5,750.0,9088,Delivery
8503,1,0,4.1,127,22,5,400.0,9088,Delivery
8504,1,0,3.9,438,0,1,650.0,9088,Delivery
8505,1,0,3.9,467,0,1,550.0,9088,Delivery
8506,1,0,3.9,42,46,5,300.0,222,Delivery
8507,1,0,2.9,345,0,6,450.0,9088,Delivery
8508,1,0,4.0,457,46,3,500.0,9088,Delivery
8509,1,0,3.6,35,29,5,200.0,9088,Delivery
8511,1,0,4.0,79,32,5,100.0,9088,Delivery
8513,1,0,3.7,111,3,1,800.0,9088,Delivery
8514,1,0,3.2,136,3,1,500.0,9088,Delivery
8516,1,0,3.9,97,32,5,200.0,9088,Delivery
8517,1,0,3.8,151,22,7,400.0,9088,Delivery
8518,1,0,3.6,218,0,1,600.0,9088,Delivery
8519,1,0,4.6,406,3,1,1000.0,9088,Delivery
8520,1,0,3.9,148,22,7,200.0,9088,Delivery
8521,1,0,4.2,9,0,5,250.0,9088,Delivery
8522,1,0,3.8,139,45,5,200.0,5809,Delivery
8523,1,0,4.0,750,25,5,250.0,9088,Delivery
8524,1,1,3.9,487,0,0,700.0,9088,Delivery
8525,1,0,3.9,357,0,5,400.0,9088,Delivery
8526,1,0,3.8,26,47,7,500.0,9088,Delivery
8527,1,0,3.2,72,22,5,400.0,9088,Delivery
8528,1,0,3.4,17,44,5,400.0,9088,Delivery
8529,1,0,3.8,31,3,5,300.0,6187,Delivery
8530,1,0,4.2,702,47,4,450.0,9088,Delivery
8531,1,0,4.1,888,43,0,800.0,9088,Delivery
8532,1,0,4.1,414,47,7,300.0,9088,Delivery
8533,1,0,3.6,36,22,5,250.0,9088,Delivery
8534,1,0,3.9,15,0,5,100.0,9088,Delivery
8535,1,0,4.1,230,29,7,500.0,9088,Delivery
8536,1,0,3.1,53,41,5,100.0,9088,Delivery
8537,1,0,4.3,277,47,5,450.0,9088,Delivery
8538,1,0,4.0,260,29,5,300.0,9088,Delivery
8539,1,0,3.9,50,22,5,450.0,9088,Delivery
8540,1,0,3.3,5,18,5,300.0,9088,Delivery
8541,1,0,4.1,1022,22,4,500.0,9088,Delivery
8542,1,0,3.3,394,47,5,400.0,9088,Delivery
8543,1,0,4.0,166,32,5,400.0,1197,Delivery
8544,1,0,3.7,27,0,5,500.0,9088,Delivery
8545,1,0,3.8,31,3,5,150.0,8154,Delivery
8547,1,0,2.7,74,7,1,700.0,9088,Delivery
8548,1,0,4.0,457,41,1,550.0,9088,Delivery
8549,1,0,4.1,93,22,1,700.0,9088,Delivery
8550,1,0,4.2,450,32,0,400.0,9088,Delivery
8551,1,0,3.9,45,22,4,400.0,9088,Delivery
8552,1,0,3.1,18,0,1,500.0,1482,Delivery
8553,1,0,3.6,68,0,5,300.0,9088,Delivery
8554,1,0,4.0,96,3,3,600.0,9088,Delivery
8555,1,0,3.1,266,22,1,550.0,9088,Delivery
8556,1,0,3.8,59,22,5,200.0,264,Delivery
8557,1,0,3.2,15,46,8,250.0,9088,Delivery
8559,1,0,3.9,163,22,5,300.0,9088,Delivery
8560,1,0,3.2,68,22,1,400.0,9088,Delivery
8561,1,0,4.6,117,41,4,300.0,9088,Delivery
8562,1,0,3.5,14,22,5,450.0,9088,Delivery
8563,1,0,4.0,326,22,3,200.0,9088,Delivery
8564,1,0,4.1,313,41,6,650.0,9088,Delivery
8565,1,0,3.7,31,0,5,300.0,9088,Delivery
8567,1,0,3.6,19,3,5,400.0,9088,Delivery
8568,1,0,3.7,31,47,0,500.0,9088,Delivery
8569,1,0,3.8,101,29,5,200.0,9088,Delivery
8570,1,0,3.5,15,47,5,500.0,9088,Delivery
8571,1,0,4.4,351,46,0,500.0,9088,Delivery
8572,1,0,3.7,327,0,6,500.0,9088,Delivery
8573,1,0,3.8,37,22,5,400.0,2687,Delivery
8574,1,0,3.4,6,0,6,200.0,9088,Delivery
8575,1,0,3.9,498,46,5,300.0,9088,Delivery
8576,1,0,3.6,6,0,5,200.0,6872,Delivery
8577,1,0,4.0,25,29,7,200.0,9088,Delivery
8578,1,0,4.0,84,0,5,400.0,6924,Delivery
8579,1,1,4.2,174,32,1,800.0,9088,Delivery
8580,1,0,4.1,57,41,7,200.0,9088,Delivery
8582,1,0,3.3,9,44,3,400.0,9088,Delivery
8583,1,0,3.2,115,22,1,700.0,9088,Delivery
8584,1,0,3.7,63,0,5,350.0,9088,Delivery
8585,1,0,4.3,189,44,7,400.0,9088,Delivery
8586,0,0,3.8,500,3,1,,9088,Delivery
8587,1,1,4.4,197,45,0,800.0,9088,Delivery
8592,1,0,3.9,101,3,4,400.0,9088,Delivery
8593,1,1,4.1,1541,0,1,800.0,9088,Delivery
8596,1,0,3.8,267,3,3,400.0,9088,Delivery
8597,1,0,3.9,50,32,5,200.0,4830,Delivery
8598,1,0,4.3,245,45,5,600.0,9088,Delivery
8599,1,0,4.0,136,22,1,750.0,9088,Delivery
8600,1,0,3.9,170,0,5,300.0,9088,Delivery
8601,1,0,4.2,213,29,4,400.0,9088,Delivery
8603,1,0,3.9,106,47,3,600.0,9088,Delivery
8605,1,0,3.3,10,45,6,500.0,9088,Delivery
8606,1,0,4.1,205,45,5,250.0,9088,Delivery
8608,1,0,3.9,38,0,7,200.0,9088,Delivery
8609,1,0,3.8,60,0,5,300.0,9088,Delivery
8610,1,0,3.6,140,3,5,200.0,9088,Delivery
8611,1,1,4.5,799,0,1,800.0,9088,Delivery
8612,1,0,3.2,64,0,5,250.0,9088,Delivery
8613,1,0,3.7,23,0,5,300.0,9088,Delivery
8614,1,0,,0,22,6,350.0,9088,Delivery
8615,1,0,3.9,670,0,1,500.0,9088,Delivery
8616,1,0,4.1,119,22,5,200.0,9088,Delivery
8617,1,0,3.7,130,41,2,1200.0,9088,Delivery
8619,1,0,4.1,189,44,4,300.0,9088,Delivery
8620,1,0,3.8,47,29,7,100.0,9088,Delivery
8621,1,0,3.5,10,22,5,300.0,9088,Delivery
8622,1,0,3.6,23,47,3,500.0,9088,Delivery
8623,1,0,4.1,55,45,7,400.0,9088,Delivery
8624,1,0,3.7,94,22,5,400.0,9088,Delivery
8625,1,0,3.4,22,3,6,300.0,9088,Delivery
8627,1,0,3.1,89,0,5,350.0,9088,Delivery
8628,1,0,3.5,17,0,5,200.0,9088,Delivery
8630,1,0,3.7,53,47,3,500.0,9088,Delivery
8631,1,1,3.9,74,0,1,700.0,9088,Delivery
8632,1,0,3.8,22,0,5,300.0,9088,Delivery
8633,1,0,3.7,83,22,5,350.0,9088,Delivery
8634,1,0,4.1,137,45,0,1200.0,9088,Delivery
8635,1,1,4.2,541,45,7,1000.0,9088,Delivery
8636,1,0,4.0,47,45,7,400.0,9088,Delivery
8637,1,0,3.3,8,0,6,250.0,5650,Delivery
8638,1,0,3.6,95,41,5,300.0,9088,Delivery
8639,1,0,,0,22,5,400.0,4823,Delivery
8640,1,0,4.6,4650,47,7,1500.0,9088,Delivery
8641,1,0,3.2,49,45,5,300.0,9088,Delivery
8642,1,0,4.1,50,29,0,600.0,9088,Delivery
8644,1,0,3.9,85,47,5,400.0,9088,Delivery
8645,1,0,3.1,4,0,6,400.0,9088,Delivery
8646,1,0,,0,0,5,250.0,9088,Delivery
8647,1,0,3.7,33,3,7,500.0,9088,Delivery
8648,1,0,4.2,174,46,0,600.0,9088,Delivery
8649,1,1,4.1,218,45,1,600.0,9088,Delivery
8650,1,0,4.0,108,0,5,300.0,9088,Delivery
8651,1,0,,0,22,3,500.0,9088,Delivery
8652,1,0,3.6,144,22,5,150.0,172,Delivery
8653,1,0,,0,32,7,350.0,9088,Delivery
8655,1,0,3.1,7,48,3,500.0,9088,Delivery
8656,1,0,3.8,281,32,1,800.0,9088,Delivery
8657,1,0,3.8,151,32,4,350.0,9088,Delivery
8659,1,0,3.7,58,45,5,200.0,9088,Delivery
8660,1,1,3.9,484,45,1,700.0,9088,Delivery
8661,1,0,3.9,106,22,5,150.0,9088,Delivery
8662,1,0,3.6,23,0,5,350.0,9088,Delivery
8663,1,0,3.6,10,29,5,200.0,9088,Delivery
8664,1,0,3.9,551,47,5,600.0,9088,Delivery
8667,1,0,3.7,197,22,5,400.0,4880,Delivery
8668,1,0,3.6,18,0,5,350.0,7076,Delivery
8669,1,0,2.8,261,22,1,700.0,9088,Delivery
8671,1,0,,0,0,5,300.0,9088,Delivery
8672,1,0,4.1,83,46,0,700.0,9088,Delivery
8673,1,1,4.2,344,45,1,500.0,9088,Delivery
8674,1,0,,0,0,5,200.0,1099,Delivery
8675,1,0,3.7,7,47,6,400.0,9088,Delivery
8676,1,0,3.2,19,0,5,400.0,9088,Delivery
8677,0,0,4.0,72,46,5,100.0,9088,Delivery
8679,1,0,3.7,85,3,3,600.0,7013,Delivery
8680,1,0,3.7,33,47,3,400.0,9088,Delivery
8682,1,0,3.8,61,0,5,300.0,9088,Delivery
8683,1,0,3.6,41,0,5,400.0,9088,Delivery
8684,1,0,3.5,323,41,5,500.0,9088,Delivery
8685,1,0,3.8,337,0,1,800.0,9088,Delivery
8686,1,0,3.7,32,46,5,450.0,9088,Delivery
8687,1,0,2.8,151,47,1,700.0,9088,Delivery
8688,1,0,4.0,186,47,7,500.0,9088,Delivery
8689,1,0,3.4,4,22,3,250.0,9088,Delivery
8691,1,0,3.7,33,22,5,200.0,9088,Delivery
8693,1,0,4.1,162,22,4,400.0,9088,Delivery
8695,1,0,3.6,21,0,6,200.0,9088,Delivery
8697,1,1,4.2,325,47,1,800.0,9088,Delivery
8698,1,0,2.9,24,0,5,250.0,9088,Delivery
8700,1,0,4.4,98,40,3,400.0,9088,Delivery
8702,1,0,3.9,419,7,5,800.0,9088,Delivery
8703,1,0,3.7,28,32,7,200.0,9088,Delivery
8704,1,0,4.0,777,46,1,750.0,9088,Delivery
8705,1,0,3.6,14,46,8,400.0,9088,Delivery
8706,1,1,3.8,362,32,1,600.0,9088,Delivery
8707,1,0,3.9,409,29,1,500.0,9088,Delivery
8708,1,0,3.8,190,22,5,250.0,1194,Delivery
8709,1,0,3.7,17,22,7,200.0,9088,Delivery
8710,1,1,,0,45,1,900.0,9088,Delivery
8712,1,0,3.1,18,0,1,450.0,9088,Delivery
8714,1,0,4.1,1272,0,1,900.0,9088,Delivery
8715,1,0,3.1,7,0,5,400.0,9088,Delivery
8716,1,0,4.1,61,22,7,200.0,9088,Delivery
8717,1,0,3.6,36,45,5,300.0,9088,Delivery
8718,1,0,3.3,4,29,5,300.0,9088,Delivery
8720,1,0,3.5,8,22,1,550.0,9088,Delivery
8721,1,0,3.6,20,47,3,600.0,9088,Delivery
8723,1,0,,0,48,0,400.0,9088,Delivery
8724,1,0,3.4,13,22,5,150.0,4893,Delivery
8725,1,0,3.7,479,0,1,850.0,9088,Delivery
8726,1,0,,0,22,5,300.0,9088,Delivery
8728,1,0,4.3,287,44,3,400.0,7211,Delivery
8729,1,0,3.9,99,3,5,300.0,4607,Delivery
8730,1,0,4.0,41,3,7,400.0,9088,Delivery
8731,1,0,4.2,182,22,7,400.0,9088,Delivery
8732,1,0,3.6,96,41,5,300.0,9088,Delivery
8733,1,0,,0,45,5,200.0,9088,Delivery
8734,1,0,3.8,18,3,1,700.0,9088,Delivery
8735,1,0,3.7,829,22,1,850.0,9088,Delivery
8736,1,0,3.2,23,44,5,400.0,9088,Delivery
8737,1,0,3.7,35,0,5,200.0,9088,Delivery
8738,1,0,3.9,69,45,7,150.0,9088,Delivery
8739,1,0,4.0,985,22,1,800.0,9088,Delivery
8740,1,1,3.5,59,22,1,700.0,9088,Delivery
8741,1,0,3.8,44,47,3,500.0,9088,Delivery
8742,1,0,3.4,277,0,7,250.0,9088,Delivery
8743,1,0,,0,41,2,600.0,9088,Delivery
8744,1,0,3.4,11,32,5,300.0,9088,Delivery
8745,1,0,4.0,144,0,3,750.0,9088,Delivery
8746,1,0,3.7,26,3,0,900.0,9088,Delivery
8747,1,0,,0,29,3,200.0,1102,Delivery
8748,1,0,2.9,13,47,1,600.0,9088,Delivery
8749,1,0,4.0,571,41,1,600.0,9088,Delivery
8750,1,0,,0,22,5,250.0,9088,Delivery
8752,1,0,2.9,116,3,1,1000.0,9088,Delivery
8753,1,0,3.7,22,3,5,400.0,9088,Delivery
8756,1,0,4.0,59,44,5,300.0,9088,Delivery
8757,1,0,3.5,40,0,1,350.0,5685,Delivery
8758,1,0,,0,25,7,250.0,4340,Delivery
8759,1,0,3.3,12,0,5,500.0,9088,Delivery
8760,1,0,4.1,60,42,0,600.0,9088,Delivery
8761,1,0,2.8,227,22,5,500.0,9088,Delivery
8762,1,0,4.1,799,32,0,400.0,9088,Delivery
8764,1,0,3.6,22,41,5,300.0,9088,Delivery
8765,1,0,3.8,11,0,7,150.0,9088,Delivery
8766,1,0,3.5,735,0,1,600.0,9088,Delivery
8767,1,0,3.5,11,45,7,100.0,9088,Delivery
8768,1,0,3.9,51,0,7,200.0,9088,Delivery
8769,1,0,,0,32,5,400.0,4877,Delivery
8770,1,0,3.2,30,0,5,500.0,9088,Delivery
8771,1,0,2.8,75,22,8,150.0,9088,Delivery
8773,1,0,4.1,270,41,5,500.0,9088,Delivery
8774,1,0,3.8,22,45,0,600.0,9088,Delivery
8775,1,0,2.8,137,41,5,500.0,9088,Delivery
8776,1,0,4.0,74,41,7,500.0,9088,Delivery
8777,1,0,3.3,9,0,5,250.0,9088,Delivery
